home_team,away_team,elo_diff,elo_home,elo_away,win_rate_diff,goals_scored_diff,goals_conceded_diff,last_10_points_diff,tournament_win_rate_diff,squad_rating_diff,gk_rating_diff,def_rating_diff,mid_rating_diff,fwd_rating_diff,squad_depth_diff,market_value_diff_log,injured_diff,neutral_venue,home_is_host,away_is_host,same_confederation,combined_wc_experience,h2h_home_win_rate,h2h_recent_goal_diff,h2h_match_count
South Africa,Scotland,9.972550272252192,1631.2791217953445,1621.3065715230923,0.03852726711203164,0.10314892073154547,-0.4522670643103326,-5,0.4576271186440678,-0.5889478260869572,-0.24979999999999958,-0.9238499999999998,-1.3396999999999997,0.13413333333333277,-0.23648853754940724,-1.6976785157348502,0,1,0,0,0,11,0.5,0.0,0
South Africa,USA,-58.236767778308376,1631.2791217953445,1689.5158895736529,-0.0387644157161135,-0.23454292119908615,-0.40601772234790645,-2,-0.15527610716238383,-1.070456521739132,-0.31899999999999995,-1.2276749999999996,-1.386400000000001,-0.8671666666666678,-0.07344347826086839,-2.1955831818433964,0,1,0,1,0,14,0.5,0.0,0
South Africa,Paraguay,28.06868616612701,1631.2791217953445,1603.2104356292175,0.08519356745874151,0.5670573995443053,-0.1682871600685727,-2,0.314769975786925,-0.2650521739130456,-0.024699999999999278,-0.5451999999999995,-0.7877000000000001,-0.064466666666668,-0.216011462450588,-1.44539837227288,0,1,0,0,0,11,0.4,0.0,1
South Africa,Australia,-157.22843250058554,1631.2791217953445,1788.50755429593,-0.18641571844199523,-0.2847303789770259,0.13861063833940723,-9,-0.08782742681047762,0.04982608695652058,-0.6338999999999988,-0.3233749999999995,-0.2584249999999999,1.0540666666666656,-0.11058972332015848,-0.4103730809997934,0,1,0,0,0,9,0.5,0.0,0
South Africa,Türkiye,-79.60723727071013,1631.2791217953445,1710.8863590660546,-0.17145145483564306,-0.36940289121373304,-0.37981670118865085,-8,0.0826271186440678,-1.0378826086956536,-0.8683999999999994,-1.2879000000000005,-1.1423499999999995,-0.6404333333333341,-0.015662845849799822,-2.487363619648171,0,1,0,0,0,5,0.5,0.0,0
South Africa,Germany,-113.98455442889076,1631.2791217953445,1745.2636762242353,-0.18314812024718707,-0.8041085941241553,-0.22869851633092897,-2,0.057627118644067776,-1.3224913043478281,-0.6426999999999996,-1.5031499999999998,-1.3813750000000011,-0.9745666666666644,0.04773675889328288,-2.892828726733839,0,1,0,0,0,23,0.5,0.0,0
South Africa,Curaçao,30.06042091829022,1631.2791217953445,1601.2187008770543,0.06276878176095574,-0.28086885662231853,-0.2911796447082904,4,0.3576271186440678,0.3485217391304314,1.2774,-0.05697500000000044,0.3002250000000002,0.8056333333333319,0.024214624505932036,0.2384819782729828,0,1,0,0,0,3,0.5,0.0,0
South Africa,Ivory Coast,-86.4336609446068,1631.2791217953445,1717.7127827399513,-0.19079459585378544,-0.3347850278211115,0.3029484612154909,-4,-0.1293294030950627,-1.015434782608697,-0.34450000000000003,-1.3290749999999996,-0.8139250000000002,-0.8337666666666692,0.08078932806324168,-2.1600517536134554,0,1,0,0,1,6,0.3333333333333333,-0.16666666666666666,2
South Africa,Ecuador,-87.89048194637758,1631.2791217953445,1719.169603741722,0.1057293467884673,0.5567052143388201,0.33350463311760115,-1,0.3326271186440678,-0.6844173913043488,0.27249999999999996,-1.487425,-0.7736749999999999,0.018099999999998673,-0.11027351778656502,-2.4396158569249735,0,1,0,0,0,7,0.5,0.0,0
South Africa,Netherlands,-148.9397765664578,1631.2791217953445,1780.2188983618023,-0.12476505153918005,-0.9717826852128033,-0.02753822223649438,-5,-0.14237288135593218,-1.3340000000000014,-1.0358,-1.5178250000000002,-1.5051750000000004,-0.9819666666666684,-0.03902727272727091,-2.9542950487125275,0,1,0,0,0,14,0.5,0.0,0
South Africa,Japan,-200.74163108184507,1631.2791217953445,1832.0207528771896,-0.24565354982800158,-0.8683570474803644,0.29300004451716277,-6,-0.13420961604980974,-0.8656826086956517,-0.7716999999999992,-0.7513249999999996,-1.0677999999999992,-0.7327000000000012,0.004682608695649293,-1.7674818690475362,0,1,0,0,0,10,0.5,0.0,0
South Africa,Tunisia,-58.44472867403374,1631.2791217953445,1689.7238504693782,-0.054811569402151705,-0.021105807250005215,0.1766186578705914,-1,-0.01778271742150589,-0.03567391304347911,-0.13680000000000003,-0.10084999999999944,-0.16477499999999967,0.21166666666666512,-0.015698814229248015,-0.13445347195718682,0,1,0,0,1,9,0.4,0.0,1
