date,home_team,away_team,home_goals,away_goals,outcome,match_type,tournament_name,neutral_venue,home_elo_before,away_elo_before
2020-10-11,Finland,Bulgaria,2.0,0.0,H,Nations League,UEFA Nations League,False,1542.297576703912,1429.3815558766917
2020-10-11,Lithuania,Belarus,2.0,2.0,D,Nations League,UEFA Nations League,False,1336.3773131571563,1458.1456459430906
2020-10-11,Gabon,Benin,0.0,2.0,A,Friendly,Friendly,True,1541.1401720610293,1508.1146693034816
2020-10-11,Malawi,Zimbabwe,0.0,0.0,D,Friendly,Friendly,False,1503.8472028795425,1521.927381707404
2020-10-11,South Africa,Zambia,1.0,2.0,A,Friendly,Friendly,False,1534.2666264169975,1493.7537941303742
2020-10-11,Kazakhstan,Albania,0.0,0.0,D,Nations League,UEFA Nations League,False,1455.5202946343438,1450.7726627944
2020-10-11,Republic of Ireland,Wales,0.0,0.0,D,Nations League,UEFA Nations League,False,1498.159709568716,1564.5616812845703
2020-10-11,Greece,Moldova,2.0,0.0,H,Nations League,UEFA Nations League,False,1510.7328715655228,1348.1890365290496
2020-10-11,Serbia,Hungary,0.0,1.0,A,Nations League,UEFA Nations League,False,1563.411631218812,1520.752394097583
2020-10-11,Israel,Czechia,1.0,2.0,A,Nations League,UEFA Nations League,False,1480.473472902074,1540.3372221816876
2020-10-11,Scotland,Slovakia,1.0,0.0,H,Nations League,UEFA Nations League,False,1518.9924874689375,1489.3630003703659
2020-10-11,Northern Ireland,Austria,0.0,1.0,A,Nations League,UEFA Nations League,False,1457.5641730125487,1568.9122765510554
2020-10-11,Norway,Romania,4.0,0.0,H,Nations League,UEFA Nations League,False,1590.5661274846104,1551.742277483782
2020-10-11,France,Portugal,0.0,0.0,D,Nations League,UEFA Nations League,False,1703.576040799218,1668.5986206293
2020-10-11,Croatia,Sweden,2.0,1.0,H,Nations League,UEFA Nations League,False,1569.3547981138117,1572.0909129049169
2020-10-11,Iceland,Denmark,0.0,3.0,A,Nations League,UEFA Nations League,False,1483.1349120148202,1596.3466345232882
2020-10-11,England,Belgium,2.0,1.0,H,Nations League,UEFA Nations League,False,1673.1784124829983,1763.0780890636092
2020-10-11,Poland,Italy,0.0,0.0,D,Nations League,UEFA Nations League,False,1575.4099875394547,1672.3988972065854
2020-10-11,Bosnia and Herzegovina,Netherlands,0.0,0.0,D,Nations League,UEFA Nations League,False,1513.4338770944544,1613.4049257846098
2020-10-11,Russia,Türkiye,1.0,1.0,D,Nations League,UEFA Nations League,False,1609.1444009909783,1558.7840509537727
2020-10-12,United Arab Emirates,Uzbekistan,1.0,2.0,A,Friendly,Friendly,False,1523.4553992715166,1531.5084177830502
2020-10-12,Togo,Sudan,1.0,1.0,D,Friendly,Friendly,True,1461.6553928828234,1480.2756797491859
2020-10-12,Burkina Faso,Madagascar,2.0,1.0,H,Friendly,Friendly,True,1538.4050167679443,1529.091930381055
2020-10-12,Ghana,Qatar,5.0,1.0,H,Friendly,Friendly,True,1584.8376247560716,1620.615163496675
2020-10-13,Morocco,DR Congo,1.0,1.0,D,Friendly,Friendly,False,1589.7114971762567,1488.950745139435
2020-10-13,Chile,Colombia,2.0,2.0,D,WCQ,FIFA World Cup qualification,False,1499.9445839438401,1644.8366946231424
2020-10-13,Venezuela,Paraguay,0.0,1.0,A,WCQ,FIFA World Cup qualification,False,1564.5607961552018,1494.5459489523942
2020-10-13,Ecuador,Uruguay,4.0,2.0,H,WCQ,FIFA World Cup qualification,False,1483.8963090158818,1614.1747882685088
2020-10-13,Bolivia,Argentina,1.0,2.0,A,WCQ,FIFA World Cup qualification,False,1420.5616923998812,1610.351969094242
2020-10-13,Nigeria,Tunisia,1.0,1.0,D,Friendly,Friendly,True,1615.733185381485,1580.0356038883283
2020-10-13,Niger,Sierra Leone,1.0,0.0,H,Friendly,Friendly,False,1406.9707900138178,1468.6776512766749
2020-10-13,Mozambique,Angola,0.0,3.0,A,Friendly,Friendly,True,1535.714794187607,1516.5410506097128
2020-10-13,Mexico,Algeria,2.0,2.0,D,Friendly,Friendly,True,1687.291645769059,1688.7706301077455
2020-10-13,Peru,Brazil,2.0,4.0,A,WCQ,FIFA World Cup qualification,False,1526.6538662750986,1662.4016590964482
2020-10-13,Costa Rica,Panama,0.0,1.0,A,Friendly,Friendly,False,1498.8519453894824,1425.4257845626094
2020-10-13,Liechtenstein,San Marino,0.0,0.0,D,Nations League,UEFA Nations League,False,1337.7122190455557,1225.677279378127
2020-10-13,Faroe Islands,Andorra,2.0,0.0,H,Nations League,UEFA Nations League,False,1375.0832319530432,1335.3268979984446
2020-10-13,Latvia,Malta,0.0,1.0,A,Nations League,UEFA Nations League,False,1353.0773913550886,1330.525561331267
2020-10-13,Montenegro,Luxembourg,1.0,2.0,A,Nations League,UEFA Nations League,False,1482.7121438572176,1439.8868198429107
2020-10-13,Azerbaijan,Cyprus,0.0,0.0,D,Nations League,UEFA Nations League,True,1408.5672847470357,1358.114678418233
2020-10-13,Ukraine,Spain,1.0,0.0,H,Nations League,UEFA Nations League,False,1574.1221267473481,1690.476417831307
2020-10-13,Germany,Switzerland,3.0,3.0,D,Nations League,UEFA Nations League,False,1598.663702380078,1570.4027221516355
2020-10-13,Cameroon,South Sudan,0.0,0.0,D,Friendly,Friendly,False,1542.3500994569547,1394.2539548955062
2020-10-13,Japan,Ivory Coast,1.0,0.0,H,Friendly,Friendly,True,1624.2805868328644,1599.9047002875598
2020-10-14,Finland,Republic of Ireland,1.0,0.0,H,Nations League,UEFA Nations League,False,1553.1909313227736,1496.6172682136987
2020-10-14,Bulgaria,Wales,0.0,1.0,A,Nations League,UEFA Nations League,False,1418.48820125783,1566.1041226395876
2020-10-14,North Macedonia,Georgia,1.0,1.0,D,Nations League,UEFA Nations League,False,1556.189663105095,1556.988245131915
2020-10-14,Belarus,Kazakhstan,2.0,0.0,H,Nations League,UEFA Nations League,False,1457.1444868659698,1450.83751588829
2020-10-14,Greece,Kosovo,0.0,0.0,D,Nations League,UEFA Nations League,False,1519.4085206192972,1501.4950560417406
2020-10-14,Moldova,Slovenia,0.0,4.0,A,Nations League,UEFA Nations League,False,1339.5133874752753,1511.606194301436
2020-10-14,Lithuania,Albania,0.0,0.0,D,Nations League,UEFA Nations League,False,1337.378472234277,1455.4554415404539
2020-10-14,Estonia,Armenia,1.0,1.0,D,Nations League,UEFA Nations League,False,1334.7595637526883,1479.0480091272882
2020-10-14,Russia,Hungary,0.0,0.0,D,Nations League,UEFA Nations League,False,1602.6222377875729,1542.9761917601365
2020-10-14,Türkiye,Serbia,2.0,2.0,D,Nations League,UEFA Nations League,False,1565.3062141571781,1541.1878335562585
2020-10-14,Scotland,Czechia,1.0,0.0,H,Nations League,UEFA Nations League,False,1529.2852320977267,1558.1773863224919
2020-10-14,Romania,Austria,0.0,1.0,A,Nations League,UEFA Nations League,False,1533.1296338698473,1584.3898628337372
2020-10-14,Norway,Northern Ireland,1.0,0.0,H,Nations League,UEFA Nations League,False,1609.178771098545,1442.086586729867
2020-10-14,Croatia,France,1.0,2.0,A,Nations League,UEFA Nations League,False,1580.9890873858974,1697.6550307268265
2020-10-14,Portugal,Sweden,3.0,0.0,H,Nations League,UEFA Nations League,False,1674.5196307016915,1560.4566236328312
2020-10-14,England,Denmark,0.0,1.0,A,Nations League,UEFA Nations League,False,1688.713406389218,1623.2824083976702
2020-10-14,Iceland,Belgium,1.0,2.0,A,Nations League,UEFA Nations League,False,1456.1991381404382,1747.5430951573894
2020-10-14,Poland,Bosnia and Herzegovina,3.0,0.0,H,Nations League,UEFA Nations League,False,1575.271325176808,1513.432543837368
2020-10-14,Italy,Netherlands,1.0,1.0,D,Nations League,UEFA Nations League,False,1672.5375595692321,1613.406259041696
2020-10-14,Slovakia,Israel,2.0,3.0,A,Nations League,UEFA Nations League,False,1479.0702557415766,1462.6333087612697
2020-11-06,Ethiopia,Sudan,2.0,2.0,D,Friendly,Friendly,False,1452.2452144343106,1479.9330094063878
2020-11-07,Bahrain,Tajikistan,1.0,0.0,H,Friendly,Friendly,True,1580.8824406200888,1480.7927577264704
2020-11-11,Senegal,Guinea-Bissau,2.0,0.0,H,AFCON,African Cup of Nations qualification,False,1646.2459090937473,1471.300234522504
2020-11-11,Kenya,Comoros,1.0,1.0,D,AFCON,African Cup of Nations qualification,False,1494.4112555745326,1470.513305817334
2020-11-11,Mauritania,Burundi,1.0,1.0,D,AFCON,African Cup of Nations qualification,False,1514.12125342757,1435.0151492903342
2020-11-11,Guinea,Chad,1.0,0.0,H,AFCON,African Cup of Nations qualification,False,1512.7167344619145,1434.431839888402
2020-11-11,Türkiye,Croatia,3.0,3.0,D,Friendly,Friendly,False,1559.821703944305,1565.7559943197716
2020-11-11,Slovenia,Azerbaijan,0.0,0.0,D,Friendly,Friendly,False,1535.4690300726318,1406.2600512955019
2020-11-11,San Marino,Latvia,0.0,3.0,A,Friendly,Friendly,False,1234.3865292774221,1331.6566449004426
2020-11-11,Romania,Belarus,5.0,3.0,H,Friendly,Friendly,False,1514.8996934918807,1474.0219599426482
2020-11-11,Portugal,Andorra,7.0,0.0,H,Friendly,Friendly,False,1687.163793055783,1320.4918598559398
2020-11-11,Poland,Ukraine,2.0,0.0,H,Friendly,Friendly,False,1591.0967228778995,1590.8747139257794
2020-11-11,Netherlands,Spain,1.0,1.0,D,Friendly,Friendly,False,1620.2617212784003,1673.7238306528757
2020-11-11,Libya,Equatorial Guinea,2.0,3.0,A,AFCON,African Cup of Nations qualification,True,1504.5101446416352,1460.0165889819912
2020-11-11,Malta,Liechtenstein,3.0,0.0,H,Friendly,Friendly,False,1351.946307785913,1329.0029691462605
2020-11-11,Albania,Kosovo,2.0,1.0,H,Friendly,Friendly,False,1454.623716721916,1506.7258682951285
2020-11-11,Belgium,Switzerland,2.0,1.0,H,Friendly,Friendly,False,1755.5259949478082,1576.0548971104731
2020-11-11,Bulgaria,Gibraltar,3.0,0.0,H,Friendly,Friendly,False,1404.6673690451594,1355.8645849808643
2020-11-11,Denmark,Sweden,2.0,0.0,H,Friendly,Friendly,False,1646.37287124111,1547.8124612787399
2020-11-11,France,Finland,0.0,2.0,A,Friendly,Friendly,False,1712.8881237929522,1562.4319320462591
2020-11-11,Montenegro,Kazakhstan,0.0,0.0,D,Friendly,Friendly,False,1460.4818561340448,1433.9600428116116
2020-11-11,Greece,Cyprus,2.0,1.0,H,Friendly,Friendly,False,1514.1777083659092,1360.421911869767
2020-11-11,Italy,Estonia,4.0,0.0,H,Friendly,Friendly,False,1665.682097332528,1336.7881462973505
2020-11-11,Lithuania,Faroe Islands,2.0,1.0,H,Friendly,Friendly,False,1338.210197052815,1389.918270095548
2020-11-11,Luxembourg,Austria,0.0,3.0,A,Friendly,Friendly,False,1462.1171075660834,1602.6198032117038
2020-11-11,Germany,Czechia,1.0,0.0,H,Friendly,Friendly,False,1593.0115274212403,1545.4070546108185
2020-11-12,Burkina Faso,Malawi,3.0,1.0,H,AFCON,African Cup of Nations qualification,False,1544.6335044532273,1502.365540059275
2020-11-12,Uganda,South Sudan,1.0,0.0,H,AFCON,African Cup of Nations qualification,False,1556.7595959492176,1398.1786124237428
2020-11-12,Ghana,Sudan,2.0,0.0,H,AFCON,African Cup of Nations qualification,False,1598.0689877565576,1481.2461429377627
2020-11-12,Gabon,Gambia,2.0,1.0,H,AFCON,African Cup of Nations qualification,False,1530.6303821712954,1523.9692007295275
2020-11-12,Cape Verde,Rwanda,0.0,0.0,D,AFCON,African Cup of Nations qualification,False,1501.9038933661072,1449.9350089284753
2020-11-12,Zambia,Botswana,2.0,1.0,H,AFCON,African Cup of Nations qualification,False,1502.6096771308428,1467.6758354777235
2020-11-12,Algeria,Zimbabwe,3.0,1.0,H,AFCON,African Cup of Nations qualification,False,1688.743386373977,1523.4090445276715
2020-11-12,Congo,Eswatini,2.0,0.0,H,AFCON,African Cup of Nations qualification,False,1488.4512723106118,1344.0414915272684
2020-11-12,Ivory Coast,Madagascar,2.0,1.0,H,AFCON,African Cup of Nations qualification,False,1593.9529854143748,1522.863442695772
2020-11-12,Argentina,Paraguay,1.0,1.0,D,WCQ,FIFA World Cup qualification,False,1619.915704078012,1513.1532332105232
2020-11-12,Cameroon,Mozambique,4.0,1.0,H,AFCON,African Cup of Nations qualification,False,1538.425441928718,1523.8973324305846
2020-11-12,Bolivia,Ecuador,2.0,3.0,A,WCQ,FIFA World Cup qualification,False,1410.9979574161111,1504.7653364122127
2020-11-12,Moldova,Russia,0.0,0.0,D,Friendly,Friendly,False,1315.6505517040796,1595.747434764615
2020-11-12,Uzbekistan,Syria,0.0,1.0,A,Friendly,Friendly,True,1539.563679915454,1532.3391103072288
2020-11-12,Hungary,Iceland,2.0,1.0,H,UCQ,UEFA Euro qualification,False,1549.8509947830944,1448.2162383500195
2020-11-12,Northern Ireland,Slovakia,1.0,2.0,A,UCQ,UEFA Euro qualification,False,1436.4258477987617,1457.9002563015526
2020-11-12,Wales,USA,0.0,0.0,D,Friendly,Friendly,False,1579.9249548522582,1588.2804004466673
2020-11-12,Georgia,North Macedonia,0.0,1.0,A,UCQ,UEFA Euro qualification,False,1561.4364132098426,1551.7414950271673
2020-11-12,Bosnia and Herzegovina,Iran,0.0,2.0,A,Friendly,Friendly,False,1497.6071461362765,1620.4622494899488
2020-11-12,Serbia,Scotland,1.0,1.0,D,UCQ,UEFA Euro qualification,False,1546.6723437691317,1542.0555638094002
2020-11-12,Jordan,Iraq,0.0,0.0,D,Friendly,Friendly,True,1538.0355869955044,1615.5399638395104
2020-11-12,Lebanon,Bahrain,1.0,3.0,A,Friendly,Friendly,True,1486.3750845979503,1585.4880863514275
2020-11-12,United Arab Emirates,Tajikistan,3.0,2.0,H,Friendly,Friendly,False,1515.4001371391128,1476.1871119951318
2020-11-12,England,Republic of Ireland,3.0,0.0,H,Friendly,Friendly,False,1665.6229435457783,1487.3762674902132
2020-11-13,South Africa,São Tomé and Príncipe,2.0,0.0,H,AFCON,African Cup of Nations qualification,False,1525.410743416529,1463.0050953485704
2020-11-13,Nigeria,Sierra Leone,4.0,4.0,D,AFCON,African Cup of Nations qualification,False,1615.0779158405892,1462.980194504474
2020-11-13,Niger,Ethiopia,1.0,0.0,H,AFCON,African Cup of Nations qualification,False,1412.6682467860187,1450.9320809029357
2020-11-13,Tunisia,Tanzania,1.0,0.0,H,AFCON,African Cup of Nations qualification,False,1580.6908734292242,1449.6329372331977
2020-11-13,Morocco,Central African Republic,4.0,1.0,H,AFCON,African Cup of Nations qualification,False,1586.3765164827148,1491.436216039958
2020-11-13,Mali,Namibia,1.0,0.0,H,AFCON,African Cup of Nations qualification,False,1596.9779406421483,1470.5677020576652
2020-11-13,Bangladesh,Nepal,2.0,0.0,H,Friendly,Friendly,False,1468.6632320019469,1451.9516458827907
2020-11-13,Chile,Peru,2.0,0.0,H,WCQ,FIFA World Cup qualification,False,1501.5893274888442,1509.422420550028
2020-11-13,Colombia,Uruguay,0.0,3.0,A,WCQ,FIFA World Cup qualification,False,1643.1919510781383,1593.3057608721779
2020-11-13,Japan,Panama,1.0,0.0,H,Friendly,Friendly,True,1630.2323017060494,1434.7791078872076
2020-11-13,Costa Rica,Qatar,1.0,1.0,D,Friendly,Friendly,True,1489.498622064884,1607.383800496189
2020-11-13,Brazil,Venezuela,1.0,0.0,H,WCQ,FIFA World Cup qualification,False,1679.6331048215188,1545.9535118970728
2020-11-14,Benin,Lesotho,1.0,0.0,H,AFCON,African Cup of Nations qualification,False,1518.6244591932154,1454.39840246046
2020-11-14,Egypt,Togo,1.0,0.0,H,AFCON,African Cup of Nations qualification,False,1554.563012249623,1461.9980632256215
2020-11-14,DR Congo,Angola,0.0,0.0,D,AFCON,African Cup of Nations qualification,False,1492.2857258329768,1528.358512366735
2020-11-14,Mexico,South Korea,3.0,2.0,H,Friendly,Friendly,True,1687.3188895028275,1623.4433406019698
2020-11-14,San Marino,Gibraltar,0.0,0.0,D,Nations League,UEFA Nations League,False,1223.0985300133198,1349.1881560777515
2020-11-14,Latvia,Faroe Islands,1.0,1.0,D,Nations League,UEFA Nations League,False,1342.944644164545,1384.4021554479025
2020-11-14,Saudi Arabia,Jamaica,3.0,0.0,H,Friendly,Friendly,False,1538.2445037491811,1649.6768460676149
2020-11-14,Cyprus,Luxembourg,2.0,1.0,H,Nations League,UEFA Nations League,False,1358.0109702440748,1452.2168775832324
2020-11-14,Azerbaijan,Montenegro,0.0,0.0,D,Nations League,UEFA Nations League,True,1409.960369346794,1458.249074265776
2020-11-14,Switzerland,Spain,1.0,1.0,D,Nations League,UEFA Nations League,False,1573.920367148001,1674.57599989509
2020-11-14,Germany,Ukraine,3.0,1.0,H,Nations League,UEFA Nations League,False,1596.8451282304707,1583.9696138650943
2020-11-14,Sweden,Croatia,2.0,1.0,H,Nations League,UEFA Nations League,False,1543.1704973106966,1567.4476163837408
2020-11-14,Portugal,France,0.0,1.0,A,Nations League,UEFA Nations League,False,1689.0007107772103,1697.3606186918405
2020-11-14,Malta,Andorra,3.0,1.0,H,Nations League,UEFA Nations League,False,1359.3406174386728,1318.6549421345123
2020-11-15,Slovenia,Kosovo,2.0,1.0,H,Nations League,UEFA Nations League,False,1531.7687120213395,1501.2026317988575
2020-11-15,Moldova,Greece,0.0,2.0,A,Nations League,UEFA Nations League,False,1318.6997270593972,1516.5886499916014
2020-11-15,Albania,Kazakhstan,3.0,1.0,H,Nations League,UEFA Nations League,False,1460.146953218187,1436.1928246798805
2020-11-15,Belarus,Lithuania,2.0,0.0,H,Nations League,UEFA Nations League,False,1468.1143789085627,1343.7263117004604
2020-11-15,Guatemala,Honduras,2.0,1.0,H,Friendly,Friendly,False,1582.2174883607026,1561.61075767221
2020-11-15,Comoros,Kenya,2.0,1.0,H,AFCON,African Cup of Nations qualification,False,1475.988855629184,1488.9357057626826
2020-11-15,Burundi,Mauritania,3.0,1.0,H,AFCON,African Cup of Nations qualification,False,1442.602769574869,1506.5336331430353
2020-11-15,Guinea-Bissau,Senegal,0.0,1.0,A,AFCON,African Cup of Nations qualification,False,1463.1204881872522,1654.425655428999
2020-11-15,Equatorial Guinea,Libya,1.0,0.0,H,AFCON,African Cup of Nations qualification,False,1478.0544646703681,1486.4722689532582
2020-11-15,Georgia,Armenia,1.0,2.0,A,Nations League,UEFA Nations League,False,1544.7242406733217,1477.019426582626
2020-11-15,Chad,Guinea,1.0,1.0,D,AFCON,African Cup of Nations qualification,False,1425.9901141687487,1521.1584601815678
2020-11-15,North Macedonia,Estonia,2.0,1.0,H,Nations League,UEFA Nations League,False,1568.4536675636882,1334.9145502589108
2020-11-15,Slovakia,Scotland,1.0,0.0,H,Nations League,UEFA Nations League,False,1473.5449715854504,1545.797378495309
2020-11-15,Wales,Republic of Ireland,1.0,0.0,H,Nations League,UEFA Nations League,False,1578.2748921528246,1483.6188504957772
2020-11-15,Hungary,Serbia,1.0,1.0,D,Nations League,UEFA Nations League,False,1555.9576079529904,1542.9305290832228
2020-11-15,Türkiye,Russia,3.0,2.0,H,Nations League,UEFA Nations League,False,1558.130081880336,1592.6982594092974
2020-11-15,Czechia,Israel,1.0,0.0,H,Nations League,UEFA Nations League,False,1541.5734538015881,1483.8033082012937
2020-11-15,Bulgaria,Finland,1.0,2.0,A,Nations League,UEFA Nations League,False,1411.3437979482721,1577.9594371473709
2020-11-15,Romania,Norway,3.0,0.0,H,Nations League,UEFA Nations League,False,1520.8072745259662,1614.8395100296502
2020-11-15,Austria,Northern Ireland,2.0,1.0,H,Nations League,UEFA Nations League,False,1612.5200331945548,1420.7811325148639
2020-11-15,Denmark,Iceland,2.0,1.0,H,Nations League,UEFA Nations League,False,1651.0148352091533,1442.1096251801234
2020-11-15,Belgium,England,2.0,0.0,H,Nations League,UEFA Nations League,False,1757.6605249102802,1669.3803605402143
2020-11-15,Italy,Poland,2.0,0.0,H,Nations League,UEFA Nations League,False,1667.5556933709677,1598.0018229385846
2020-11-15,Netherlands,Bosnia and Herzegovina,3.0,1.0,H,Nations League,UEFA Nations League,False,1619.409552036186,1488.6377466411313
2020-11-16,Eswatini,Congo,0.0,0.0,D,AFCON,African Cup of Nations qualification,False,1334.5990365556147,1497.8937272822654
2020-11-16,Botswana,Zambia,1.0,0.0,H,AFCON,African Cup of Nations qualification,False,1457.5951134384222,1512.690399170144
2020-11-16,Zimbabwe,Algeria,2.0,2.0,D,AFCON,African Cup of Nations qualification,False,1514.846982900949,1697.3054480006997
2020-11-16,Mozambique,Cameroon,0.0,2.0,A,AFCON,African Cup of Nations qualification,False,1504.8068154791692,1557.5159588801334
2020-11-16,South Africa,São Tomé and Príncipe,4.0,2.0,H,AFCON,African Cup of Nations qualification,False,1538.9436378531682,1449.4722009119312
2020-11-16,Gambia,Gabon,2.0,1.0,H,AFCON,African Cup of Nations qualification,False,1512.7324228459872,1541.8671600548357
2020-11-16,Malawi,Burkina Faso,0.0,0.0,D,AFCON,African Cup of Nations qualification,False,1487.6782880099856,1559.3207565025166
2020-11-16,Basque Country,Costa Rica,2.0,1.0,H,Friendly,Friendly,False,1506.7243117112093,1491.5904815938534
2020-11-16,USA,Panama,6.0,2.0,H,Friendly,Friendly,True,1589.930463146101,1431.6423015924713
2020-11-16,United Arab Emirates,Bahrain,1.0,3.0,A,Friendly,Friendly,False,1519.3647010727336,1592.4214398731162
2020-11-16,Jordan,Syria,1.0,0.0,H,Friendly,Friendly,True,1539.4400506692143,1538.8721726197884
2020-11-16,South Sudan,Uganda,1.0,0.0,H,AFCON,African Cup of Nations qualification,True,1392.285965898187,1562.6522424747734
2020-11-17,Paraguay,Bolivia,2.0,2.0,D,WCQ,FIFA World Cup qualification,False,1519.982813771224,1397.9683638002887
2020-11-17,Uruguay,Brazil,0.0,2.0,A,WCQ,FIFA World Cup qualification,False,1624.811284714207,1684.9236389424516
2020-11-17,Namibia,Mali,1.0,2.0,A,AFCON,African Cup of Nations qualification,False,1463.7322958568611,1603.8133468429523
2020-11-17,Sudan,Ghana,1.0,0.0,H,AFCON,African Cup of Nations qualification,False,1470.5410121716886,1608.7741185226316
2020-11-17,Angola,DR Congo,0.0,1.0,A,AFCON,African Cup of Nations qualification,False,1531.2696905957703,1489.3745476039417
2020-11-17,Lesotho,Benin,0.0,0.0,D,AFCON,African Cup of Nations qualification,False,1445.4442045948445,1527.578657058831
2020-11-17,Togo,Egypt,1.0,3.0,A,AFCON,African Cup of Nations qualification,False,1454.0572006490786,1562.5038748261659
2020-11-17,Rwanda,Cape Verde,0.0,0.0,D,AFCON,African Cup of Nations qualification,False,1456.5188221851074,1495.3200801094752
2020-11-17,Tanzania,Tunisia,1.0,1.0,D,AFCON,African Cup of Nations qualification,False,1442.9402419294022,1587.3835687330197
2020-11-17,Ethiopia,Niger,3.0,0.0,H,AFCON,African Cup of Nations qualification,False,1437.7455872592184,1425.854740429736
2020-11-17,Madagascar,Ivory Coast,1.0,1.0,D,AFCON,African Cup of Nations qualification,False,1514.1617971103994,1602.6546309997473
2020-11-17,Sierra Leone,Nigeria,0.0,0.0,D,AFCON,African Cup of Nations qualification,False,1472.9060083785319,1605.1521019665313
2020-11-17,Peru,Argentina,0.0,2.0,A,WCQ,FIFA World Cup qualification,False,1495.1995456461061,1613.086123517311
2020-11-17,Central African Republic,Morocco,0.0,2.0,A,AFCON,African Cup of Nations qualification,True,1477.6820769055723,1600.1306556171005
2020-11-17,Venezuela,Chile,2.0,1.0,H,WCQ,FIFA World Cup qualification,False,1540.66297777614,1515.812202392766
2020-11-17,Malta,Faroe Islands,1.0,1.0,D,Nations League,UEFA Nations League,False,1374.1208766608133,1387.0729085195542
2020-11-17,Uzbekistan,Iraq,1.0,2.0,A,Friendly,Friendly,True,1533.0306176028944,1614.1355001658005
2020-11-17,Croatia,Portugal,2.0,3.0,A,Nations League,UEFA Nations League,False,1554.8805982264091,1668.875745866807
2020-11-17,Ecuador,Colombia,6.0,1.0,H,WCQ,FIFA World Cup qualification,False,1517.7949300280352,1611.6864272361092
2020-11-17,Spain,Germany,6.0,0.0,H,Nations League,UEFA Nations League,False,1674.5458069271306,1613.3111821889988
2020-11-17,Switzerland,Ukraine,3.0,0.0,H,Nations League,UEFA Nations League,False,1573.9505601159606,1567.5035599065661
2020-11-17,Luxembourg,Azerbaijan,0.0,0.0,D,Nations League,UEFA Nations League,False,1436.4836806775975,1412.1699371772902
2020-11-17,Montenegro,Cyprus,4.0,0.0,H,Nations League,UEFA Nations League,False,1456.03950643528,1373.7441671497097
2020-11-17,France,Sweden,4.0,2.0,H,Nations League,UEFA Nations League,False,1717.4855836022439,1555.7375154680283
2020-11-17,Gibraltar,Liechtenstein,1.0,1.0,D,Nations League,UEFA Nations League,False,1347.9889376029391,1321.6086594935007
2020-11-17,Bangladesh,Nepal,0.0,0.0,D,Friendly,Friendly,False,1475.1544378345532,1445.4604400501844
2020-11-17,Japan,Mexico,0.0,2.0,A,Friendly,Friendly,True,1633.3691080007857,1692.5553384263649
2020-11-17,South Korea,Qatar,2.0,1.0,H,Friendly,Friendly,True,1618.2068916784324,1605.2919409672197
2020-11-17,Saudi Arabia,Jamaica,1.0,2.0,A,Friendly,Friendly,False,1549.812905972225,1638.108443844571
2020-11-17,Andorra,Latvia,0.0,5.0,A,Nations League,UEFA Nations League,False,1303.8746829123718,1340.2738910928933
2020-11-18,Republic of Ireland,Bulgaria,0.0,0.0,D,Nations League,UEFA Nations League,False,1475.7496363847627,1398.3745134201963
2020-11-18,Albania,Belarus,3.0,2.0,H,Nations League,UEFA Nations League,False,1475.9302024877518,1478.4616586346551
2020-11-18,Greece,Slovenia,0.0,0.0,D,Nations League,UEFA Nations League,False,1534.0001419705059,1542.0238491609314
2020-11-18,Kosovo,Moldova,1.0,0.0,H,Nations League,UEFA Nations League,False,1490.9474946592657,1301.2882350804928
2020-11-18,Georgia,Estonia,0.0,0.0,D,Nations League,UEFA Nations League,False,1521.5498733952859,1330.8229997579174
2020-11-18,Armenia,North Macedonia,1.0,0.0,H,Nations League,UEFA Nations League,True,1500.1937938606618,1572.5452180646816
2020-11-18,Kazakhstan,Lithuania,1.0,2.0,A,Nations League,UEFA Nations League,False,1420.4095754103157,1333.379031974368
2020-11-18,Wales,Finland,3.0,1.0,H,Nations League,UEFA Nations League,False,1586.1441062638391,1590.9287216754467
2020-11-18,Serbia,Russia,5.0,0.0,H,Nations League,UEFA Nations League,False,1547.9594509133779,1579.6763804173474
2020-11-18,Austria,Norway,1.0,1.0,D,Nations League,UEFA Nations League,False,1617.5496984803065,1587.3204077314335
2020-11-18,Israel,Scotland,1.0,0.0,H,Nations League,UEFA Nations League,False,1474.6075088042085,1531.072492529873
2020-11-18,Czechia,Slovakia,2.0,0.0,H,Nations League,UEFA Nations League,False,1550.7692531986734,1488.2698575508864
2020-11-18,Northern Ireland,Romania,1.0,1.0,D,Nations League,UEFA Nations League,False,1415.7514672291122,1548.326376824183
2020-11-18,Belgium,Denmark,4.0,2.0,H,Nations League,UEFA Nations League,False,1769.7940769568274,1655.6396472281474
2020-11-18,England,Iceland,4.0,0.0,H,Nations League,UEFA Nations League,False,1657.246808493667,1437.4848131611293
2020-11-18,Poland,Netherlands,1.0,2.0,A,Nations League,UEFA Nations League,False,1584.8651770982756,1629.4616782690762
2020-11-18,Bosnia and Herzegovina,Italy,0.0,2.0,A,Nations League,UEFA Nations League,False,1478.585620408241,1680.6923392112767
2020-11-18,Hungary,Türkiye,2.0,0.0,H,Nations League,UEFA Nations League,False,1550.9286861228354,1571.151960872286
2020-12-04,Qatar,Bangladesh,5.0,0.0,H,WCQ,FIFA World Cup qualification,False,1599.1297336359673,1472.870498624085
2020-12-09,USA,El Salvador,6.0,0.0,H,Friendly,Friendly,False,1596.8126660252033,1605.7375861166938
